user-id,game-title,behavior,value,canonical_title
53875128,Half-Life 2,purchase,1.0,Half-Life 2
53875128,Half-Life 2,play,10.2,Half-Life 2
53875128,Reassembly,purchase,1.0,Reassembly
53875128,Reassembly,play,10.1,Reassembly
53875128,Sid Meier's Civilization III Complete,purchase,1.0,Sid Meier's Civilization III Complete
53875128,Sid Meier's Civilization III Complete,play,9.8,Sid Meier's Civilization III Complete
53875128,The Talos Principle,purchase,1.0,The Talos Principle
53875128,The Talos Principle,play,9.8,The Talos Principle
53875128,DiRT 3,purchase,1.0,DiRT 3
53875128,DiRT 3,play,9.7,DiRT 3
53875128,FTL Faster Than Light,purchase,1.0,Light
53875128,FTL Faster Than Light,play,9.7,Light
53875128,Bastion,purchase,1.0,Bastion
53875128,Bastion,play,9.6,Bastion
53875128,Age of Empires II HD Edition,purchase,1.0,Age of Empires II HD Edition
53875128,Age of Empires II HD Edition,play,9.0,Age of Empires II HD Edition
53875128,Batman Arkham Asylum GOTY Edition,purchase,1.0,Batman Arkham Asylum
53875128,Batman Arkham Asylum GOTY Edition,play,8.9,Batman Arkham Asylum
53875128,Gunpoint,purchase,1.0,Gunpoint
53875128,Gunpoint,play,8.6,Gunpoint
53875128,Rebuild 3 Gangs of Deadsville,purchase,1.0,Rebuild 3 Gangs of Deadsville
53875128,Rebuild 3 Gangs of Deadsville,play,8.4,Rebuild 3 Gangs of Deadsville
53875128,Recettear An Item Shop's Tale,purchase,1.0,Recettear An Item Shop's Tale
53875128,Recettear An Item Shop's Tale,play,8.3,Recettear An Item Shop's Tale
53875128,Metro 2033,purchase,1.0,Metro 2033
53875128,Metro 2033,play,7.8,Metro 2033
53875128,Monaco,purchase,1.0,Monaco
53875128,Monaco,play,7.6,Monaco
53875128,Fallout New Vegas,purchase,1.0,Fallout
53875128,Fallout New Vegas,play,7.5,Fallout
53875128,Overgrowth,purchase,1.0,Overgrowth
53875128,Overgrowth,play,7.3,Overgrowth
53875128,Assassin's Creed III,purchase,1.0,Assassin's Creed III
53875128,Assassin's Creed III,play,7.2,Assassin's Creed III
53875128,Ori and the Blind Forest,purchase,1.0,The Forest
53875128,Ori and the Blind Forest,play,7.0,The Forest
53875128,Far Cry 3 Blood Dragon,purchase,1.0,Far Cry 3
53875128,Far Cry 3 Blood Dragon,play,6.7,Far Cry 3
53875128,Burnout Paradise The Ultimate Box,purchase,1.0,Burnout Paradise The Ultimate Box
53875128,Burnout Paradise The Ultimate Box,play,6.6,Burnout Paradise The Ultimate Box
53875128,PROTOTYPE 2,purchase,1.0,PROTOTYPE 2
53875128,PROTOTYPE 2,play,6.4,PROTOTYPE 2
53875128,Game Dev Tycoon,purchase,1.0,Game Dev Tycoon
53875128,Game Dev Tycoon,play,6.4,Game Dev Tycoon
53875128,Sniper Elite 3,purchase,1.0,Sniper Elite 3
53875128,Sniper Elite 3,play,6.2,Sniper Elite 3
53875128,Gratuitous Space Battles,purchase,1.0,Gratuitous Tank Battles
53875128,Gratuitous Space Battles,play,6.0,Gratuitous Tank Battles
53875128,Sid Meier's Civilization V,purchase,1.0,Sid Meier's Civilization V
53875128,Sid Meier's Civilization V,play,5.9,Sid Meier's Civilization V
53875128,Rogue Legacy,purchase,1.0,Rogue Legacy
53875128,Rogue Legacy,play,5.7,Rogue Legacy
53875128,Plague Inc Evolved,purchase,1.0,Plague Inc Evolved
53875128,Plague Inc Evolved,play,5.6,Plague Inc Evolved
53875128,From Dust,purchase,1.0,From Dust
53875128,From Dust,play,5.6,From Dust
53875128,Next Car Game Wreckfest,purchase,1.0,Next Car Game Wreckfest
53875128,Next Car Game Wreckfest,play,5.5,Next Car Game Wreckfest
53875128,Rivals of Aether,purchase,1.0,Rivals of Aether
53875128,Rivals of Aether,play,5.5,Rivals of Aether
53875128,Half-Life 2 Episode Two,purchase,1.0,Half-Life 2 Episode Two
53875128,Half-Life 2 Episode Two,play,5.5,Half-Life 2 Episode Two
53875128,Rise of Nations Extended Edition,purchase,1.0,Rise of Nations Extended Edition
53875128,Rise of Nations Extended Edition,play,5.2,Rise of Nations Extended Edition
53875128,Nidhogg,purchase,1.0,Nidhogg
53875128,Nidhogg,play,4.9,Nidhogg
53875128,Spec Ops The Line,purchase,1.0,Spec Ops The Line
53875128,Spec Ops The Line,play,4.4,Spec Ops The Line
53875128,Dishonored,purchase,1.0,Dishonored
53875128,Dishonored,play,4.3,Dishonored
53875128,Half-Life 2 Episode One,purchase,1.0,Half-Life 2 Episode One
53875128,Half-Life 2 Episode One,play,4.2,Half-Life 2 Episode One
53875128,Wolfenstein The New Order,purchase,1.0,Wolfenstein
53875128,Wolfenstein The New Order,play,4.0,Wolfenstein
53875128,Distance,purchase,1.0,Distance
53875128,Distance,play,4.0,Distance
53875128,Epic Battle Fantasy 4,purchase,1.0,Epic Battle Fantasy 4
53875128,Epic Battle Fantasy 4,play,4.0,Epic Battle Fantasy 4
53875128,Metro Last Light,purchase,1.0,Light
53875128,Metro Last Light,play,3.7,Light
53875128,Miasmata,purchase,1.0,Miasmata
53875128,Miasmata,play,3.4,Miasmata
53875128,Dead Space,purchase,1.0,Dead Space
53875128,Dead Space,play,3.3,Dead Space
53875128,Hotline Miami,purchase,1.0,Hotline Miami
53875128,Hotline Miami,play,3.2,Hotline Miami
53875128,NOT A HERO,purchase,1.0,NOT A HERO
53875128,NOT A HERO,play,3.0,NOT A HERO
53875128,Receiver,purchase,1.0,Receiver
53875128,Receiver,play,2.9,Receiver
53875128,Crypt of the NecroDancer,purchase,1.0,Crypt of the NecroDancer
53875128,Crypt of the NecroDancer,play,2.8,Crypt of the NecroDancer
53875128,Portal,purchase,1.0,Portal
53875128,Portal,play,2.8,Portal
53875128,F.E.A.R. 2 Project Origin,purchase,1.0,F.E.A.R. 2 Project Origin
53875128,F.E.A.R. 2 Project Origin,play,2.8,F.E.A.R. 2 Project Origin
53875128,NaissanceE,purchase,1.0,NaissanceE
53875128,NaissanceE,play,2.7,NaissanceE
53875128,SteamWorld Dig,purchase,1.0,SteamWorld Dig
53875128,SteamWorld Dig,play,2.6,SteamWorld Dig
53875128,Kairo,purchase,1.0,Kairo
53875128,Kairo,play,2.5,Kairo
53875128,SNOW,purchase,1.0,SNOW
53875128,SNOW,play,2.5,SNOW
53875128,The Binding of Isaac,purchase,1.0,The Binding of Isaac
53875128,The Binding of Isaac,play,2.4,The Binding of Isaac
53875128,LEGO The Lord of the Rings,purchase,1.0,LEGO The Lord of the Rings
53875128,LEGO The Lord of the Rings,play,2.2,LEGO The Lord of the Rings
53875128,METAL GEAR RISING REVENGEANCE,purchase,1.0,METAL GEAR RISING REVENGEANCE
53875128,METAL GEAR RISING REVENGEANCE,play,2.2,METAL GEAR RISING REVENGEANCE
53875128,Starpoint Gemini 2,purchase,1.0,Starpoint Gemini 2
53875128,Starpoint Gemini 2,play,2.0,Starpoint Gemini 2
53875128,The Vanishing of Ethan Carter,purchase,1.0,The Vanishing of Ethan Carter
53875128,The Vanishing of Ethan Carter,play,1.9,The Vanishing of Ethan Carter
53875128,Goat Simulator,purchase,1.0,Goat Simulator
53875128,Goat Simulator,play,1.9,Goat Simulator
53875128,Mass Effect,purchase,1.0,Mass Effect
53875128,Mass Effect,play,1.9,Mass Effect
53875128,Arma 2 Operation Arrowhead,purchase,1.0,Arma 2
53875128,Arma 2 Operation Arrowhead,play,1.8,Arma 2
53875128,METAL GEAR SOLID V GROUND ZEROES,purchase,1.0,METAL GEAR SOLID V GROUND ZEROES
53875128,METAL GEAR SOLID V GROUND ZEROES,play,1.8,METAL GEAR SOLID V GROUND ZEROES
53875128,Banished,purchase,1.0,Banished
53875128,Banished,play,1.8,Banished
53875128,DiRT Showdown,purchase,1.0,DiRT
53875128,DiRT Showdown,play,1.7,DiRT
53875128,Left 4 Dead,purchase,1.0,Left 4 Dead
53875128,Left 4 Dead,play,1.7,Left 4 Dead
53875128,Sonic Adventure 2 ,purchase,1.0,Sonic Adventure 2 
53875128,Sonic Adventure 2 ,play,1.6,Sonic Adventure 2 
53875128,Grand Theft Auto IV,purchase,1.0,Grand Theft Auto IV
53875128,Grand Theft Auto IV,play,1.5,Grand Theft Auto IV
53875128,Battlestations Midway,purchase,1.0,Battlestations Midway
53875128,Battlestations Midway,play,1.4,Battlestations Midway
53875128,HOARD,purchase,1.0,HOARD
53875128,HOARD,play,1.4,HOARD
53875128,Sunless Sea,purchase,1.0,Sunless Sea
53875128,Sunless Sea,play,1.3,Sunless Sea
53875128,Mark of the Ninja,purchase,1.0,Mark of the Ninja
53875128,Mark of the Ninja,play,1.3,Mark of the Ninja
53875128,L.A. Noire,purchase,1.0,L.A. Noire
53875128,L.A. Noire,play,1.3,L.A. Noire
53875128,Creeper World 3 Arc Eternal,purchase,1.0,Creeper World 3 Arc Eternal
53875128,Creeper World 3 Arc Eternal,play,1.1,Creeper World 3 Arc Eternal
53875128,Turbo Dismount,purchase,1.0,Turbo Dismount
53875128,Turbo Dismount,play,1.1,Turbo Dismount
53875128,Floating Point,purchase,1.0,Floating Point
53875128,Floating Point,play,1.1,Floating Point
53875128,Grow Home,purchase,1.0,Home
53875128,Grow Home,play,1.1,Home
53875128,LUFTRAUSERS,purchase,1.0,LUFTRAUSERS
53875128,LUFTRAUSERS,play,1.0,LUFTRAUSERS
53875128,Arma 2,purchase,1.0,Arma 2
53875128,Arma 2,play,1.0,Arma 2
53875128,No Time To Explain Remastered,purchase,1.0,No Time To Explain Remastered
53875128,No Time To Explain Remastered,play,0.9,No Time To Explain Remastered
53875128,FEZ,purchase,1.0,FEZ
53875128,FEZ,play,0.9,FEZ
53875128,Delver,purchase,1.0,Delver
53875128,Delver,play,0.9,Delver
53875128,The Legend of Heroes Trails in the Sky,purchase,1.0,The Legend of Heroes Trails in the Sky
53875128,The Legend of Heroes Trails in the Sky,play,0.9,The Legend of Heroes Trails in the Sky
53875128,Evoland,purchase,1.0,Evoland
53875128,Evoland,play,0.9,Evoland
53875128,Bleed,purchase,1.0,Bleed
53875128,Bleed,play,0.8,Bleed
53875128,Borderlands 2,purchase,1.0,Borderlands 2
53875128,Borderlands 2,play,0.8,Borderlands 2
53875128,Race The Sun,purchase,1.0,Race The Sun
53875128,Race The Sun,play,0.8,Race The Sun
53875128,Shadowgrounds,purchase,1.0,Shadowgrounds
53875128,Shadowgrounds,play,0.8,Shadowgrounds
53875128,They Bleed Pixels,purchase,1.0,Bleed
53875128,They Bleed Pixels,play,0.8,Bleed
53875128,BioShock,purchase,1.0,BioShock
53875128,BioShock,play,0.8,BioShock
53875128,Trine,purchase,1.0,Trine
53875128,Trine,play,0.8,Trine
53875128,"Sir, You Are Being Hunted",purchase,1.0,"Sir, You Are Being Hunted"
53875128,"Sir, You Are Being Hunted",play,0.8,"Sir, You Are Being Hunted"
53875128,Next Car Game Sneak Peek 2.0,purchase,1.0,Next Car Game Sneak Peek 2.0
53875128,Next Car Game Sneak Peek 2.0,play,0.7,Next Car Game Sneak Peek 2.0
53875128,Symphony,purchase,1.0,Symphony
53875128,Symphony,play,0.7,Symphony
53875128,DLC Quest,purchase,1.0,DLC Quest
53875128,DLC Quest,play,0.7,DLC Quest
53875128,Far Cry 2,purchase,1.0,Far Cry 2
53875128,Far Cry 2,play,0.7,Far Cry 2
53875128,The Stanley Parable,purchase,1.0,The Stanley Parable
53875128,The Stanley Parable,play,0.6,The Stanley Parable
53875128,Freedom Planet,purchase,1.0,Freedom Planet
53875128,Freedom Planet,play,0.6,Freedom Planet
53875128,KHOLAT,purchase,1.0,KHOLAT
53875128,KHOLAT,play,0.6,KHOLAT
53875128,Osmos,purchase,1.0,Osmos
53875128,Osmos,play,0.6,Osmos
53875128,Secrets of Rtikon,purchase,1.0,Secrets of Rtikon
53875128,Secrets of Rtikon,play,0.6,Secrets of Rtikon
53875128,Oil Rush,purchase,1.0,Oil Rush
53875128,Oil Rush,play,0.6,Oil Rush
53875128,Unepic,purchase,1.0,Unepic
53875128,Unepic,play,0.6,Unepic
53875128,FINAL FANTASY VII,purchase,1.0,FINAL FANTASY VII
53875128,FINAL FANTASY VII,play,0.6,FINAL FANTASY VII
53875128,The Legend of Korra,purchase,1.0,The Legend of Korra
53875128,The Legend of Korra,play,0.5,The Legend of Korra
53875128,404Sight,purchase,1.0,404Sight
53875128,404Sight,play,0.5,404Sight
53875128,Dark Souls Prepare to Die Edition,purchase,1.0,Dark Souls Prepare to Die Edition
53875128,Dark Souls Prepare to Die Edition,play,0.5,Dark Souls Prepare to Die Edition
53875128,Gravity Ghost,purchase,1.0,Gravity Ghost
53875128,Gravity Ghost,play,0.5,Gravity Ghost
53875128,Psychonauts,purchase,1.0,Psychonauts
53875128,Psychonauts,play,0.5,Psychonauts
53875128,Rock of Ages,purchase,1.0,Rock of Ages
53875128,Rock of Ages,play,0.5,Rock of Ages
53875128,Spore,purchase,1.0,Spore
53875128,Spore,play,0.5,Spore
53875128,Half-Life 2 Lost Coast,purchase,1.0,Half-Life 2
53875128,Half-Life 2 Lost Coast,play,0.5,Half-Life 2
53875128,Galcon Legends,purchase,1.0,Galcon Legends
53875128,Galcon Legends,play,0.5,Galcon Legends
53875128,Air Brawl,purchase,1.0,Air Brawl
53875128,Air Brawl,play,0.5,Air Brawl
53875128,Cat Goes Fishing,purchase,1.0,Cat Goes Fishing
53875128,Cat Goes Fishing,play,0.5,Cat Goes Fishing
53875128,One Finger Death Punch,purchase,1.0,One Finger Death Punch
53875128,One Finger Death Punch,play,0.5,One Finger Death Punch
53875128,Mind Path to Thalamus Enhanced Edition,purchase,1.0,Mind Path to Thalamus Enhanced Edition
53875128,Mind Path to Thalamus Enhanced Edition,play,0.4,Mind Path to Thalamus Enhanced Edition
53875128,INK,purchase,1.0,INK
53875128,INK,play,0.4,INK
53875128,Intrusion 2,purchase,1.0,Intrusion 2
53875128,Intrusion 2,play,0.4,Intrusion 2
53875128,Amnesia The Dark Descent,purchase,1.0,Descent
53875128,Amnesia The Dark Descent,play,0.4,Descent
53875128,Fieldrunners,purchase,1.0,Fieldrunners
53875128,Fieldrunners,play,0.4,Fieldrunners
53875128,Out There Somewhere,purchase,1.0,Out There Somewhere
53875128,Out There Somewhere,play,0.4,Out There Somewhere
53875128,KAMI,purchase,1.0,KAMI
53875128,KAMI,play,0.4,KAMI
53875128,Lone Survivor The Director's Cut,purchase,1.0,Lone Survivor The Director's Cut
53875128,Lone Survivor The Director's Cut,play,0.4,Lone Survivor The Director's Cut
53875128,NightSky,purchase,1.0,NightSky
53875128,NightSky,play,0.4,NightSky
53875128,Frozen Synapse,purchase,1.0,Frozen Synapse
53875128,Frozen Synapse,play,0.4,Frozen Synapse
53875128,Hammerfight,purchase,1.0,Hammerfight
53875128,Hammerfight,play,0.4,Hammerfight
53875128,Spintires,purchase,1.0,Spintires
53875128,Spintires,play,0.4,Spintires
53875128,Ziggurat,purchase,1.0,Ziggurat
53875128,Ziggurat,play,0.4,Ziggurat
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,purchase,1.0,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome
