user-id,game-title,behavior,value
144736,Deathmatch Classic,purchase,1.0
144736,Half Life,purchase,1.0
144736,Half Life,purchase,1.0
144736,Half Life,purchase,1.0
144736,Ricochet,purchase,1.0
144736,Team Fortress Classic,purchase,1.0
181212,Counter Strike,purchase,1.0
181212,Counter Strike,,1.8
181212,Counter Strike,purchase,1.0
181212,Day Of Defeat,purchase,1.0
181212,Deathmatch Classic,purchase,1.0
181212,Half Life,purchase,1.0
181212,Half Life 2,purchase,1.0
181212,Half Life 2,purchase,1.0
181212,Half Life 2,purchase,1.0
181212,Half Life 2,,0.4
181212,Half Life,purchase,1.0
181212,Half Life,purchase,1.0
181212,Ricochet,purchase,1.0
181212,Team Fortress Classic,purchase,1.0
229911,Call Of Duty,purchase,1.0
229911,Call Of Duty,,8.1
229911,Call Of Duty,purchase,1.0
229911,Call Of Duty,,2.8
229911,Call Of Duty 2,purchase,1.0
229911,Call Of Duty 2,,44.0
229911,Call Of Duty 2,purchase,1.0
229911,Call Of Duty 2,,109.0
229911,Call Of Duty Modern Warfare 2 Resurgence Pack,purchase,1.0
229911,Call Of Duty Modern Warfare 2 Stimulus Package,purchase,1.0
229911,Counter Strike,purchase,1.0
229911,Counter Strike,,45.0
229911,Counter Strike,purchase,1.0
229911,Counter Strike,,165.0
229911,Counter Strike,purchase,1.0
229911,Counter Strike,,0.2
229911,Counter Strike,purchase,1.0
229911,Counter Strike,,1.5
229911,Day Of Defeat,purchase,1.0
229911,Day Of Defeat,,0.4
229911,Deathmatch Classic,purchase,1.0
229911,Half Life,purchase,1.0
229911,Half Life,,0.5
229911,Half Life 2,purchase,1.0
229911,Half Life 2,,0.6
229911,Half Life 2,purchase,1.0
229911,Half Life 2 Episode One,purchase,1.0
229911,Half Life 2 Episode One,,3.6
229911,Half Life 2 Episode Two,purchase,1.0
229911,Half Life 2 Episode Two,,5.5
229911,Half Life 2,purchase,1.0
229911,Half Life 2,,0.3
229911,Half Life,purchase,1.0
229911,Half Life,purchase,1.0
229911,Half Life,purchase,1.0
229911,Insurgency,purchase,1.0
229911,Insurgency,,0.4
229911,Portal,purchase,1.0
229911,Portal,,0.1
229911,Ricochet,purchase,1.0
229911,Team Fortress 2,purchase,1.0
229911,Team Fortress 2,,0.4
229911,Team Fortress Classic,purchase,1.0
229911,Worms,purchase,1.0
229911,Worms,,3.1
298950,7 Days To Die,purchase,1.0
298950,7 Days To Die,,14.3
298950,Ark Survival Evolved,purchase,1.0
298950,Ark Survival Evolved,,41.0
298950,Age Of Empires Ii Hd Edition,purchase,1.0
298950,Age Of Empires Ii Hd Edition,,1.2
298950,Age Of Empires Ii Hd The Forgotten,purchase,1.0
298950,Age Of Empires Iii Complete Collection,purchase,1.0
298950,Age Of Empires Iii Complete Collection,,0.6
298950,Age Of Wonders Iii,purchase,1.0
298950,Age Of Wonders Iii,,0.6
298950,Alan Wake,purchase,1.0
298950,Alan Wake,,0.4
298950,Alan Wake,purchase,1.0
298950,Alien Breed 2 Assault,purchase,1.0
298950,Alien Swarm,purchase,1.0
298950,Alien Swarm,,1.6
298950,Protocol,purchase,1.0
298950,Protocol,,0.7
298950,Amnesia A Machine For Pigs,purchase,1.0
298950,Amnesia A Machine For Pigs,,0.2
298950,Dark,purchase,1.0
298950,Dark,,7.0
298950,Aquaria,purchase,1.0
298950,Armikrog,purchase,1.0
298950,Armikrog,,4.7
298950,Arx Fatalis,purchase,1.0
298950,Awesomenauts,purchase,1.0
298950,Awesomenauts,,0.8
298950,Baldur S Gate Ii Enhanced Edition,purchase,1.0
298950,Banished,purchase,1.0
298950,Banished,,0.6
298950,Batman Arkham Origins,purchase,1.0
298950,Batman Arkham Origins,,15.2
298950,Battleblock Theater,purchase,1.0
298950,Battleblock Theater,,0.3
298950,Battlefield 2,purchase,1.0
298950,Battlefield 2,,0.4
298950,Bioshock,purchase,1.0
298950,Bioshock,,21.0
298950,Bioshock Infinite Season Pass,purchase,1.0
298950,Bioshock Infinite Burial At Sea Episode 1,purchase,1.0
298950,Bioshock Infinite Burial At Sea Episode 2,purchase,1.0
298950,Borderlands,purchase,1.0
298950,Borderlands,,8.3
298950,Borderlands 2,purchase,1.0
298950,Borderlands 2,,78.0
298950,Broken Age,purchase,1.0
298950,Broken Age,,3.7
298950,Two Brothers,purchase,1.0
298950,Two Brothers,,3.2
298950,Brtal Legend,purchase,1.0
298950,Brtal Legend,,0.6
298950,Bulletstorm,purchase,1.0
298950,Bulletstorm,,2.7
298950,Call Of Juarez,purchase,1.0
298950,Call Of Juarez,,0.9
298950,Castle,purchase,1.0
298950,Castle,,2.9
298950,Cave Story,purchase,1.0
298950,Cave Story,,0.1
298950,Light,purchase,1.0
298950,Chivalry Medieval Warfare,purchase,1.0
298950,Chivalry Medieval Warfare,,10.2
298950,Cities Skylines,purchase,1.0
298950,Cities Skylines,,2.0
298950,Company Of Heroes,purchase,1.0
298950,Steam Heroes,purchase,1.0
298950,Company Of Heroes,purchase,1.0
298950,Company Of Heroes,purchase,1.0
298950,Counter Strike,purchase,1.0
298950,Counter Strike,,0.5
298950,Counter Strike,purchase,1.0
298950,Counter Strike,,544.0
298950,Counter Strike,purchase,1.0
298950,Counter Strike,,0.5
298950,Crusader Kings Ii,purchase,1.0
298950,Crusader Kings Ii,,1.0
298950,Crysis 2,purchase,1.0
298950,Crysis 2,,0.9
298950,Dark Souls Ii,purchase,1.0
298950,Dark Souls Ii,,62.0
298950,Dark Souls Ii Season Pass,purchase,1.0
298950,Dark Souls Ii,purchase,1.0
298950,Dark Souls Ii,purchase,1.0
298950,Dark Souls Ii,,74.0
298950,Dark,purchase,1.0
298950,Dark,,49.0
298950,Darkest Dungeon,purchase,1.0
298950,Darkest Dungeon,,0.9
298950,Darksiders,purchase,1.0
298950,Darksiders Ii,purchase,1.0
298950,Darksiders Ii,,22.0
298950,Day Of Defeat,purchase,1.0
298950,Dead Island,purchase,1.0
298950,Dead Island,,19.2
298950,Deadlight,purchase,1.0
298950,Dear Esther,purchase,1.0
298950,Dear Esther,,0.9
298950,Deathmatch Classic,purchase,1.0
298950,Deus Ex Game Of The Year Edition,purchase,1.0
298950,Deus Ex Game Of The Year Edition,,0.1
298950,Deus Ex Human Revolution,purchase,1.0
298950,Deus Ex Human Revolution,,28.0
298950,Dishonored,purchase,1.0
298950,Dishonored,,27.0
298950,Sin,purchase,1.0
298950,Sin,,65.0
298950,Sin,purchase,1.0
298950,Sin,,1.1
298950,Dmc Devil May Cry,purchase,1.0
298950,Dmc Devil May Cry,,2.4
298950,Don T Starve,purchase,1.0
298950,Don T Starve,,2.9
298950,Don T Starve,purchase,1.0
298950,Dota 2,purchase,1.0
298950,Dota 2,,0.5
298950,Dragon Age Origins,purchase,1.0
298950,Dragon Age Origins,,0.2
298950,Driver San Francisco,purchase,1.0
298950,Driver San Francisco,,0.3
298950,Ducktales Remastered,purchase,1.0
298950,Ducktales Remastered,,0.3
298950,Dungeon Defenders,purchase,1.0
298950,Dungeon Defenders,,0.9
298950,Dungeons Of Dredmor,purchase,1.0
298950,Dungeons Of Dredmor,,5.4
298950,Light,purchase,1.0
298950,Light,,9.0
298950,Endless Legend,purchase,1.0
298950,Endless Legend,,66.0
298950,Euro Truck Simulator 2,purchase,1.0
298950,Euro Truck Simulator 2,,0.2
298950,F E A R 3,purchase,1.0
298950,Light,purchase,1.0
298950,Light,,9.7
298950,Fallout,purchase,1.0
298950,Fallout,,0.3
298950,Fallout 4,purchase,1.0
298950,Fallout 4,,82.0
298950,Fallout,purchase,1.0
298950,Fallout,,92.0
298950,Fallout,purchase,1.0
298950,Fallout,purchase,1.0
298950,Fallout,purchase,1.0
298950,Far Cry 3,purchase,1.0
298950,Far Cry 3,,99.0
298950,Galactic Civilizations Ii Ultimate Edition,purchase,1.0
298950,Galactic Civilizations Ii Ultimate Edition,,2.7
298950,Garry S Mod,purchase,1.0
298950,Garry S Mod,,6.2
298950,Gish,purchase,1.0
298950,Goat Simulator,purchase,1.0
298950,Goat Simulator,,1.1
298950,Home,purchase,1.0
298950,Home,,2.0
298950,Grim Fandango Remastered,purchase,1.0
298950,Guacamelee Gold Edition,purchase,1.0
298950,Guacamelee Gold Edition,,0.2
298950,Gunpoint,purchase,1.0
298950,Gunpoint,,0.4
298950,Guns Of Icarus Online,purchase,1.0
298950,Guns Of Icarus Online,,1.6
298950,Half Life,purchase,1.0
298950,Half Life 2,purchase,1.0
298950,Half Life 2,,0.1
298950,Half Life 2,purchase,1.0
298950,Half Life 2 Episode One,purchase,1.0
298950,Half Life 2 Episode Two,purchase,1.0
298950,Half Life 2,purchase,1.0
298950,Half Life,purchase,1.0
298950,Half Life,purchase,1.0
298950,Half Life,purchase,1.0
298950,Hardland,purchase,1.0
298950,Hardland,,1.7
298950,Hitman Absolution,purchase,1.0
298950,Hitman Absolution,,14.3
298950,Hitman Sniper Challenge,purchase,1.0
298950,Hotline Miami,purchase,1.0
298950,Hotline Miami,,4.9
298950,Insanely Twisted Shadow Planet,purchase,1.0
298950,Insurgency,purchase,1.0
298950,Insurgency,,0.4
298950,Jazzpunk,purchase,1.0
298950,Jet Set Radio,purchase,1.0
298950,Just Cause 2,purchase,1.0
298950,Just Cause 2,,1.6
298950,Just Cause 2,purchase,1.0
298950,Just Cause 2,,0.6
298950,Killing Floor 2,purchase,1.0
298950,Killing Floor 2,,5.9
298950,Kingdoms,purchase,1.0
298950,Kingdoms,,0.9
298950,Lego Batman 2,purchase,1.0
298950,Lego Batman 2,,4.2
298950,Lego Marvel Super Heroes,purchase,1.0
298950,Lego Marvel Super Heroes,,10.8
298950,Light,purchase,1.0
298950,Left 4 Dead,purchase,1.0
298950,Left 4 Dead,,0.9
298950,Left 4 Dead 2,purchase,1.0
298950,Left 4 Dead 2,,16.3
298950,Legend Of Grimrock,purchase,1.0
298950,Legend Of Grimrock,,19.3
298950,Legend Of Grimrock 2,purchase,1.0
298950,Legend Of Grimrock 2,,0.6
298950,Little Inferno,purchase,1.0
298950,Little Inferno,,2.3
298950,Lost Planet Extreme Condition,purchase,1.0
298950,Lugaru Hd,purchase,1.0
298950,Metal Gear Solid V Ground Zeroes,purchase,1.0
298950,Metal Gear Solid V Ground Zeroes,,3.2
298950,Metal Gear Solid V The Phantom Pain,purchase,1.0
298950,Metal Gear Solid V The Phantom Pain,,65.0
298950,Machinarium,purchase,1.0
298950,Machinarium,,3.8
298950,Magicka,purchase,1.0
298950,Magicka,,2.4
298950,Mark Of The Ninja,purchase,1.0
298950,Mark Of The Ninja,,7.9
298950,Mass Effect 2,purchase,1.0
298950,Mass Effect 2,,2.4
298950,Max Payne 3,purchase,1.0
298950,Max Payne 3,,3.4
298950,Metro 2033,purchase,1.0
298950,Metro 2033,,8.9
298950,Light,purchase,1.0
298950,Light,,9.8
298950,Might Magic Heroes Vi,purchase,1.0
298950,Might Magic Heroes Vi,,0.8
298950,Monaco,purchase,1.0
298950,Monaco,,1.3
298950,Monkey Island 2 Special Edition,purchase,1.0
298950,Mortal Kombat X,purchase,1.0
298950,Mortal Kombat X,,14.5
298950,Natural Selection 2,purchase,1.0
298950,Natural Selection 2,,8.5
298950,Nexuiz,purchase,1.0
298950,Nexuiz,,0.4
298950,Nexuiz,purchase,1.0
298950,Nexuiz,purchase,1.0
298950,Nights Into Dreams,purchase,1.0
298950,Nights Into Dreams,,1.2
298950,Nidhogg,purchase,1.0
298950,Nidhogg,,0.3
298950,Orion Prelude,purchase,1.0
298950,Orion Prelude,,1.7
298950,Octodad Dadliest Catch,purchase,1.0
298950,Octodad Dadliest Catch,,0.2
298950,Olliolli,purchase,1.0
298950,Orcs Must Die 2,purchase,1.0
298950,Orcs Must Die 2,,9.2
298950,Outlast,purchase,1.0
298950,Outlast,,0.5
298950,Payday 2,purchase,1.0
298950,Payday 2,,3.4
298950,Prototype 2,purchase,1.0
298950,Prototype 2,,0.2
298950,Papers Please,purchase,1.0
298950,Papers Please,,0.8
298950,Patch Testing For Chivalry,purchase,1.0
298950,Overture,purchase,1.0
298950,Pillars Of Eternity,purchase,1.0
298950,Pillars Of Eternity,,52.0
298950,Portal,purchase,1.0
298950,Portal,,0.2
298950,Portal 2,purchase,1.0
298950,Portal 2,,17.1
298950,Prison Architect,purchase,1.0
298950,Prison Architect,,2.4
298950,Prototype,purchase,1.0
298950,Prototype 2 Radnet Access Pack,purchase,1.0
298950,Rage,purchase,1.0
298950,Rage,,12.2
298950,Red Faction,purchase,1.0
298950,Red Faction,purchase,1.0
298950,Red Faction,,1.5
298950,Ricochet,purchase,1.0
298950,Risk Of Rain,purchase,1.0
298950,Rocket League,purchase,1.0
298950,Rocket League,,49.0
298950,Rogue Legacy,purchase,1.0
298950,Rogue Legacy,,6.4
298950,Rust,purchase,1.0
298950,Rust,,39.0
298950,Star Wars Knights Of The Old Republic Ii The Sith Lords,purchase,1.0
298950,Star Wars Knights Of The Old Republic Ii The Sith Lords,,33.0
298950,Saints Row Iv,purchase,1.0
298950,Saints Row Iv,,1.8
298950,Saints Row The Third,purchase,1.0
298950,Saints Row The Third,,7.4
298950,Samorost 2,purchase,1.0
298950,Sanctum,purchase,1.0
298950,Sanctum,,5.8
298950,Sanctum 2,purchase,1.0
298950,Sanctum 2,,0.8
298950,Satellite Reign,purchase,1.0
298950,Satellite Reign,,1.6
298950,Savage Lands,purchase,1.0
298950,Savage Lands,,0.5
298950,Scribblenauts Unlimited,purchase,1.0
298950,Scribblenauts Unlimited,,0.2
298950,Serious Sam 3 Bfe,purchase,1.0
298950,Serious Sam 3 Bfe,,3.5
298950,Serious Sam The Random Encounter,purchase,1.0
298950,Serious Sam The Random Encounter,,0.4
298950,Shadow Warrior,purchase,1.0
298950,Shadow Warrior,,0.2
298950,Shadowrun Dragonfall,purchase,1.0
298950,Shadowrun Dragonfall,purchase,1.0
298950,Shadowrun Dragonfall,,24.0
298950,Shadowrun Hong Kong,purchase,1.0
298950,Shadowrun Hong Kong,,1.0
298950,Shadowrun Returns,purchase,1.0
298950,Shadowrun Returns,,10.6
298950,Sid Meier S Civilization Beyond Earth,purchase,1.0
298950,Sid Meier S Civilization Beyond Earth,,6.4
298950,Sid Meier S Civilization V,purchase,1.0
298950,Sid Meier S Civilization V,,135.0
298950,Sid Meier S Civilization V,purchase,1.0
298950,Sir You Are Being Hunted,purchase,1.0
298950,Sir You Are Being Hunted,,0.9
298950,Skyrim High Resolution Texture Pack,purchase,1.0
298950,Sleeping Dogs,purchase,1.0
298950,Sleeping Dogs,,1.1
298950,Sonic All Stars Racing Transformed,purchase,1.0
298950,Sonic All Stars Racing Transformed,,0.7
298950,Sonic Generations,purchase,1.0
298950,Sonic Generations,,4.4
298950,South Park The Stick Of Truth,purchase,1.0
298950,Spec Ops The Line,purchase,1.0
298950,Spec Ops The Line,,1.2
298950,Squishy The Suicidal Pig,purchase,1.0
298950,Stacking,purchase,1.0
298950,Starbound,purchase,1.0
298950,Starbound,,50.0
298950,Starbound,purchase,1.0
298950,State Of Decay,purchase,1.0
298950,State Of Decay,,5.5
298950,Styx Master Of Shadows,purchase,1.0
298950,Styx Master Of Shadows,,0.6
298950,Surgeon Simulator,purchase,1.0
298950,Surgeon Simulator,,0.8
298950,Team Fortress 2,purchase,1.0
298950,Team Fortress 2,,1019.0
298950,Team Fortress Classic,purchase,1.0
298950,Teleglitch Die More Edition,purchase,1.0
298950,Terraria,purchase,1.0
298950,Terraria,,86.0
298950,Saga,purchase,1.0
298950,Saga,purchase,1.0
298950,The Binding Of Isaac,purchase,1.0
298950,The Binding Of Isaac,,0.4
298950,The Cave,purchase,1.0
298950,The Cave,,3.5
298950,The Elder Scrolls V Skyrim,purchase,1.0
298950,The Elder Scrolls V Skyrim,,123.0
298950,The Elder Scrolls V Skyrim,purchase,1.0
298950,The Elder Scrolls V Skyrim,purchase,1.0
298950,The Forest,purchase,1.0
298950,The Forest,,6.9
298950,Dark,purchase,1.0
298950,Dark,,2.0
298950,Lego The Lord Of The Rings,purchase,1.0
298950,Lego The Lord Of The Rings,,0.4
298950,The Secret Of Monkey Island Special Edition,purchase,1.0
298950,The Secret Of Monkey Island Special Edition,,0.1
298950,The Stanley Parable,purchase,1.0
298950,The Stanley Parable,,1.9
298950,The Swapper,purchase,1.0
298950,The Swapper,,0.2
298950,The Talos Principle,purchase,1.0
298950,The Talos Principle,,0.5
298950,The Testament Of Sherlock Holmes,purchase,1.0
298950,The Testament Of Sherlock Holmes,,0.1
298950,The Walking Dead,purchase,1.0
298950,The Walking Dead,,13.7
298950,The Walking Dead Season Two,purchase,1.0
298950,The Witcher 2 Assassins Of Kings Enhanced Edition,purchase,1.0
298950,The Witcher 2 Assassins Of Kings Enhanced Edition,,40.0
298950,The Witcher 3 Wild Hunt,purchase,1.0
298950,The Witcher 3 Wild Hunt,,89.0
298950,The Witcher 3 Wild Hunt,purchase,1.0
298950,The Wolf Among Us,purchase,1.0
298950,The Wolf Among Us,,8.2
298950,Thief,purchase,1.0
298950,Thief,,2.9
298950,Thief,purchase,1.0
298950,Thief,purchase,1.0
298950,Thief 2,purchase,1.0
298950,Thief,purchase,1.0
298950,Thief,purchase,1.0
298950,To The Moon,purchase,1.0
298950,Tom Clancy S Splinter Cell,purchase,1.0
298950,Tom Clancy S Splinter Cell,,9.6
298950,Tomb Raider,purchase,1.0
298950,Tomb Raider,,12.5
298950,Tomb Raider,purchase,1.0
298950,Torchlight,purchase,1.0
298950,Torchlight,,9.2
298950,Torchlight Ii,purchase,1.0
298950,Torchlight Ii,,13.6
298950,Tower Of Guns,purchase,1.0
298950,Transformers Fall Of Cybertron,purchase,1.0
298950,Transformers Fall Of Cybertron,,2.3
298950,Transistor,purchase,1.0
298950,Starter Pack,purchase,1.0
298950,Trine 2,purchase,1.0
298950,Trine 2,,1.4
298950,Tropico 4,purchase,1.0
298950,Tropico 4,,29.0
298950,Undertale,purchase,1.0
298950,Undertale,,1.9
298950,Universe Sandbox,purchase,1.0
298950,Universe Sandbox,,0.3
298950,Unturned,purchase,1.0
298950,Unturned,,3.5
298950,Viscera Cleanup Detail,purchase,1.0
298950,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
298950,Warhammer 40 000 Dawn Of War Ii,,0.4
298950,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
298950,Warhammer 40 000 Dawn Of War Ii,,0.9
298950,Warhammer End Times Vermintide,purchase,1.0
298950,Warhammer End Times Vermintide,,8.3
298950,Warhammer End Times Vermintide,purchase,1.0
298950,Wasteland 1 The Original Classic,purchase,1.0
298950,Wasteland 2,purchase,1.0
298950,Wasteland 2,,12.9
298950,Wasteland 2,purchase,1.0
298950,Wasteland 2,,0.4
298950,World Of Goo,purchase,1.0
298950,Xcom Enemy Unknown,purchase,1.0
298950,Xcom Enemy Unknown,,25.0
298950,Xcom Enemy Within,purchase,1.0
299153,Counter Strike,purchase,1.0
299153,Counter Strike,purchase,1.0
299153,Counter Strike,purchase,1.0
299153,Counter Strike,purchase,1.0
299153,Day Of Defeat,purchase,1.0
299153,Deathmatch Classic,purchase,1.0
299153,Half Life,purchase,1.0
299153,Half Life 2,purchase,1.0
299153,Half Life 2,purchase,1.0
299153,Half Life 2,purchase,1.0
299153,Half Life,purchase,1.0
299153,Half Life,purchase,1.0
299153,Ricochet,purchase,1.0
299153,Team Fortress Classic,purchase,1.0
381543,Counter Strike,purchase,1.0
381543,Counter Strike,,3.0
381543,Counter Strike,purchase,1.0
381543,Counter Strike,purchase,1.0
381543,Day Of Defeat,purchase,1.0
381543,Deathmatch Classic,purchase,1.0
381543,Half Life,purchase,1.0
381543,Half Life,purchase,1.0
381543,Half Life,purchase,1.0
381543,Ricochet,purchase,1.0
381543,Team Fortress Classic,purchase,1.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,,22.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,,489.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,purchase,1.0
547685,Counter Strike,,1.0
547685,Day Of Defeat,purchase,1.0
